age,annual_income,employment_years,loan_amount,loan_term,credit_history_years,credit_accounts,late_payments,debt_to_income,credit_utilization,savings_balance,existing_loans,education_level,employment_type,home_ownership,default_risk
29,2207144.68,2.5,261806.55,48,10.4,6,0,0.061,0.3533,365679.34,0,Graduate,Salaried,Mortgage,0
44,329037.21,5.4,297188.78,36,1.9,12,3,0.2966,0.3945,35269.76,0,High School,Salaried,Mortgage,1
55,867288.67,7.3,483167.08,48,9.7,4,2,0.1678,0.4824,1351166.15,2,Graduate,Salaried,Rent,0
55,433881.58,6.8,472714.28,36,7.2,5,0,0.1313,0.4523,174676.15,1,Graduate,Contract,Own,0
56,534971.33,0.0,1076185.76,24,13.4,3,0,0.1739,0.2146,90794.21,1,Graduate,Contract,Mortgage,0
38,834154.11,4.2,286849.28,48,3.6,4,1,0.4847,0.5461,295048.41,1,Graduate,Salaried,Own,0
59,1274735.27,12.7,168835.6,24,18.3,1,0,0.2996,0.4501,297043.87,1,Graduate,Salaried,Mortgage,0
52,1587380.53,4.0,212132.6,60,0.5,6,3,0.3857,0.4741,925050.39,4,Postgraduate,Salaried,Own,1
44,279122.56,6.1,443315.38,36,5.7,6,0,0.1168,0.6575,748969.17,0,Graduate,Salaried,Rent,0
43,753128.25,5.7,280228.92,24,0.5,3,1,0.1389,0.4611,62121.4,1,Graduate,Salaried,Rent,0
52,1450543.87,12.3,372203.98,60,14.4,4,2,0.4068,0.4066,145027.02,1,Postgraduate,Salaried,Rent,0
57,257250.76,11.2,334998.4,36,6.0,7,2,0.3179,0.4533,86941.32,0,Postgraduate,Self-employed,Rent,1
32,772694.13,9.2,856541.34,12,6.3,4,3,0.1714,0.7566,325929.46,1,Postgraduate,Salaried,Mortgage,1
33,649255.47,2.1,307267.86,36,8.8,5,1,0.0556,0.3926,558336.29,3,Graduate,Salaried,Own,1
43,816453.83,7.4,352121.13,24,7.0,6,0,0.2693,0.4962,62783.26,2,Graduate,Salaried,Mortgage,0
45,425049.29,8.3,717291.21,48,4.6,3,1,0.237,0.0146,171124.82,2,Graduate,Salaried,Own,1
55,295119.99,3.2,311690.07,48,2.0,5,1,0.1909,0.0293,108577.6,3,High School,Self-employed,Own,0
50,226957.74,2.5,592490.97,60,7.7,5,0,0.2059,0.7609,353721.12,2,Graduate,Salaried,Rent,1
37,1112075.69,12.8,558197.59,36,8.5,7,0,0.4632,0.2634,249771.18,0,Graduate,Salaried,Mortgage,1
40,1192967.75,4.8,493437.1,36,9.8,4,2,0.2975,0.8032,461096.91,2,High School,Self-employed,Own,0
45,767738.6,12.5,215269.33,48,14.7,4,1,0.1749,0.4894,128522.84,1,Postgraduate,Salaried,Own,1
42,484535.53,10.0,1000845.91,24,0.5,6,1,0.1923,0.2252,163962.45,0,Graduate,Salaried,Mortgage,1
33,266213.1,7.6,1905866.52,36,6.7,5,2,0.5608,0.2513,246718.7,4,Graduate,Salaried,Own,1
39,886084.54,7.8,452589.65,36,11.8,6,1,0.3862,0.5125,144910.56,2,Graduate,Salaried,Mortgage,0
56,354796.28,0.4,227947.86,12,6.5,7,2,0.2754,0.6353,228642.14,2,High School,Salaried,Mortgage,1
32,439552.92,6.8,458593.57,36,0.5,6,1,0.3051,0.2449,497241.38,1,Postgraduate,Self-employed,Rent,0
39,470766.45,11.7,856330.73,60,1.8,2,0,0.4816,0.4048,992110.68,1,Graduate,Salaried,Rent,0
32,583082.09,8.7,301682.64,60,8.3,6,0,0.5291,0.2927,121789.27,2,Graduate,Salaried,Mortgage,0
29,428161.35,6.6,413833.25,12,8.2,5,0,0.3911,0.3851,1003233.29,3,Graduate,Contract,Own,0
27,662072.25,12.8,561534.25,12,9.7,1,1,0.2183,0.1861,120436.51,0,Graduate,Salaried,Rent,0
48,461726.3,5.3,983609.22,24,3.9,6,2,0.2357,0.4497,360718.58,3,Graduate,Contract,Own,1
34,955970.97,3.5,744917.15,60,8.0,4,1,0.5654,0.4762,121199.75,1,High School,Salaried,Own,0
51,1146027.58,6.6,765257.03,24,3.2,5,2,0.3706,0.5119,78986.94,0,Graduate,Self-employed,Mortgage,1
39,689985.67,9.1,341099.09,48,8.0,5,0,0.0901,0.7816,478730.43,1,Graduate,Self-employed,Mortgage,0
36,838334.22,0.0,584346.95,24,7.2,7,4,0.4038,0.2602,173059.77,0,Graduate,Contract,Mortgage,1
25,2083476.42,7.1,281454.67,36,3.7,6,1,0.2312,0.5698,502781.42,3,Graduate,Salaried,Mortgage,0
55,341053.91,9.2,779645.67,36,13.2,3,0,0.3558,0.2709,328510.27,2,High School,Salaried,Rent,1
32,329825.89,4.9,951025.0,48,0.5,3,3,0.1143,0.4877,250096.83,1,High School,Salaried,Own,1
45,952624.88,10.4,644795.95,24,6.4,5,0,0.298,0.6522,279745.88,2,Graduate,Contract,Rent,0
41,1896131.28,8.6,354401.59,48,3.6,7,2,0.2409,0.257,430037.19,2,Graduate,Salaried,Rent,0
56,563235.68,14.6,394186.82,24,14.3,6,1,0.2982,0.3113,377705.72,0,High School,Contract,Mortgage,0
43,1680305.63,3.0,1456050.8,48,9.4,6,3,0.1668,0.6545,130234.03,1,Graduate,Salaried,Own,1
36,685405.69,9.3,358269.61,60,4.4,7,2,0.2213,0.3629,252473.02,0,High School,Salaried,Mortgage,1
59,446966.82,1.9,890464.99,24,5.9,5,1,0.2251,0.5384,597915.33,1,Graduate,Salaried,Rent,1
59,376942.08,0.0,560891.3,60,14.4,4,1,0.2833,0.1784,186641.41,3,Graduate,Salaried,Mortgage,0
34,918874.76,0.0,362150.15,36,3.2,4,1,0.3601,0.391,121229.17,2,Postgraduate,Self-employed,Rent,1
51,392974.56,8.2,187771.48,24,0.5,6,1,0.253,0.5864,109491.85,1,High School,Salaried,Rent,1
25,679715.7,6.7,516351.55,36,8.2,5,1,0.4494,0.9135,355057.69,1,Graduate,Contract,Own,1
55,1552897.98,4.1,477451.77,24,8.3,5,3,0.3605,0.5947,148504.72,3,Postgraduate,Salaried,Own,0
43,549079.45,0.0,1456068.27,48,9.7,4,2,0.2182,0.8825,240505.96,1,Graduate,Self-employed,Own,1
49,1338998.97,3.2,257269.03,48,9.7,4,1,0.2292,0.1411,142951.55,0,Graduate,Self-employed,Mortgage,0
31,333276.82,6.0,1999889.42,24,14.1,2,1,0.143,0.2454,460408.15,2,Graduate,Salaried,Own,1
38,484599.3,9.2,575635.37,36,0.5,3,1,0.1997,0.3314,202984.57,2,High School,Salaried,Rent,1
32,299778.28,5.9,575268.32,48,2.2,8,3,0.2081,0.5416,564247.09,2,Graduate,Salaried,Rent,1
29,676627.28,7.0,306050.68,60,9.6,3,0,0.4008,0.5941,547954.43,0,Postgraduate,Salaried,Own,0
30,998261.6,4.5,552142.79,36,2.6,5,1,0.1373,0.2497,167744.32,1,Graduate,Contract,Own,0
37,677442.89,13.0,611999.02,60,1.2,4,3,0.2499,0.2997,523026.43,0,Graduate,Contract,Own,1
58,1276465.1,1.9,827583.76,36,14.5,4,1,0.2184,0.764,137378.73,1,Graduate,Self-employed,Rent,1
27,430489.86,3.2,238254.19,36,0.5,8,1,0.2902,0.5468,222710.88,0,Graduate,Self-employed,Mortgage,1
33,735765.08,4.0,1122883.42,60,5.6,4,1,0.2919,0.0826,96466.03,3,Graduate,Salaried,Rent,0
60,486318.73,8.2,569163.46,36,6.8,3,1,0.2353,0.4617,289397.44,2,High School,Salaried,Own,0
29,793056.51,1.8,668205.9,36,12.2,2,2,0.1735,0.1492,229062.28,2,Graduate,Self-employed,Own,0
47,857505.15,6.5,389800.52,36,0.5,5,1,0.5568,0.3837,271596.08,3,Graduate,Salaried,Rent,1
22,895417.55,6.7,246153.39,60,8.7,3,1,0.2368,0.2976,60633.94,0,Postgraduate,Self-employed,Mortgage,0
25,360735.67,3.2,471782.74,60,3.4,5,1,0.5794,0.4203,36652.15,0,Graduate,Self-employed,Own,1
49,398461.95,7.3,508258.25,36,9.5,8,0,0.3086,0.1961,72737.14,2,Graduate,Salaried,Own,0
57,441251.11,2.0,182859.7,36,3.4,5,2,0.1856,0.7219,268339.18,1,High School,Salaried,Own,1
58,569972.41,1.5,753616.11,36,13.3,6,2,0.1976,0.6584,308499.23,4,High School,Self-employed,Mortgage,1
39,681928.55,6.4,860048.34,36,3.4,9,2,0.1027,0.5271,444267.25,2,Graduate,Salaried,Own,1
28,959508.7,0.0,280049.28,24,0.5,5,2,0.3295,0.485,130235.96,3,Graduate,Self-employed,Own,1
21,407694.48,0.0,231497.04,48,3.8,4,3,0.051,0.1184,212697.39,0,Graduate,Salaried,Rent,1
42,269457.79,8.1,369563.54,36,6.0,8,2,0.3082,0.2999,102733.25,1,Graduate,Salaried,Rent,0
37,2127347.34,10.2,457043.88,36,11.3,5,2,0.1405,0.7019,537470.73,2,Postgraduate,Salaried,Rent,0
27,348860.87,4.1,379000.08,24,2.0,6,1,0.2727,0.7673,102051.49,2,High School,Self-employed,Mortgage,1
45,1029625.49,3.3,432529.7,24,2.0,9,3,0.2856,0.4673,462099.24,4,Graduate,Salaried,Own,0
24,661274.57,10.0,519677.32,60,10.8,5,1,0.1511,0.3406,147216.92,3,Graduate,Salaried,Mortgage,1
56,746346.87,1.4,184910.66,36,1.5,4,3,0.189,0.3088,634700.56,1,Graduate,Salaried,Rent,1
26,649445.93,0.5,199258.99,24,6.3,2,1,0.4242,0.4363,208371.59,1,Postgraduate,Salaried,Own,0
51,526004.27,8.8,76689.67,36,6.4,2,1,0.4454,0.2117,204757.58,1,Graduate,Salaried,Mortgage,0
39,838955.04,6.0,830395.41,36,7.9,9,1,0.2646,0.0953,98464.17,2,Graduate,Salaried,Rent,1
59,510683.18,10.3,454476.02,12,4.0,6,1,0.3524,0.6253,1018993.35,0,Graduate,Salaried,Own,0
47,1234521.68,0.0,889225.46,36,3.3,4,2,0.5062,0.8828,397664.81,1,Graduate,Salaried,Mortgage,0
30,888571.32,0.4,214802.26,36,8.3,6,0,0.2499,0.7389,271109.23,1,High School,Salaried,Mortgage,0
46,903927.47,6.1,457196.08,36,3.4,5,0,0.1109,0.2584,218023.0,1,Postgraduate,Salaried,Mortgage,0
39,491791.42,7.7,517435.46,36,1.6,4,3,0.4573,0.702,106098.76,2,High School,Salaried,Mortgage,0
59,570764.82,9.4,312338.95,36,11.9,2,4,0.1267,0.1529,308454.3,0,Graduate,Salaried,Own,0
23,338194.21,6.7,163943.12,60,9.0,6,1,0.1309,0.5575,170646.6,2,Graduate,Salaried,Rent,0
33,535292.61,6.7,1399771.03,36,14.1,4,0,0.3485,0.4056,188476.47,1,Postgraduate,Contract,Mortgage,1
48,367548.62,4.4,1117424.49,24,10.1,5,3,0.1355,0.2438,367136.34,0,Graduate,Salaried,Mortgage,1
40,1338306.18,12.4,351072.1,24,1.9,10,0,0.0709,0.4355,225996.38,0,Graduate,Self-employed,Own,0
48,668319.97,1.6,626968.03,36,7.4,8,0,0.1999,0.0837,182632.78,0,Graduate,Salaried,Rent,0
28,713902.1,7.4,328367.58,48,2.9,6,1,0.1094,0.3373,567633.22,1,Graduate,Self-employed,Own,0
59,574294.18,2.0,235623.51,24,0.5,5,1,0.3742,0.385,93490.57,1,Graduate,Contract,Own,1
21,724615.21,8.1,1475817.81,48,5.2,2,3,0.308,0.4541,47897.12,1,Postgraduate,Salaried,Rent,1
23,2521615.54,1.9,153432.05,12,10.9,8,0,0.491,0.0651,95217.02,3,High School,Self-employed,Own,1
33,551088.39,9.0,373781.04,36,8.1,3,2,0.3154,0.2813,203281.21,1,Graduate,Salaried,Own,0
48,454521.49,6.4,475353.18,48,1.4,8,1,0.2583,0.3952,313750.14,4,Graduate,Salaried,Own,1
45,869835.04,13.0,1316262.24,36,5.1,5,2,0.5721,0.9526,99252.36,1,Graduate,Salaried,Rent,1
53,162037.39,4.9,805956.85,36,6.4,7,0,0.229,0.3383,3438980.33,4,Graduate,Salaried,Rent,1
58,673271.45,7.7,151757.71,24,0.5,6,1,0.0817,0.8213,208238.82,2,High School,Salaried,Own,0
26,529816.26,2.9,449196.27,48,9.9,7,2,0.3556,0.7519,203238.89,4,High School,Salaried,Own,1
52,376606.2,4.8,456202.46,12,6.1,7,1,0.2237,0.5586,64151.61,0,Graduate,Salaried,Rent,0
41,859403.96,6.4,387931.07,60,1.4,3,0,0.2689,0.1361,56753.53,3,Graduate,Self-employed,Rent,0
36,669590.27,0.0,673254.56,24,1.2,6,3,0.146,0.6253,43227.66,3,Graduate,Salaried,Rent,1
41,241205.06,0.3,180066.83,60,11.4,6,0,0.1699,0.3376,539202.96,1,Graduate,Salaried,Own,0
31,455493.35,8.4,345030.99,36,5.5,8,0,0.2282,0.3005,474811.37,1,Graduate,Salaried,Mortgage,0
57,150000.0,5.4,614297.76,48,11.8,4,2,0.0948,0.8041,179790.95,3,Graduate,Salaried,Mortgage,1
56,763772.89,3.6,699924.01,36,13.3,3,0,0.1838,0.2743,68103.43,0,Postgraduate,Salaried,Mortgage,1
55,759596.25,3.1,495897.99,60,11.1,6,0,0.2433,0.7028,144161.88,2,High School,Salaried,Own,0
39,420173.33,3.2,373079.92,24,4.9,8,1,0.3678,0.3583,561216.86,3,Graduate,Salaried,Own,1
40,874834.18,6.5,416249.88,24,0.5,5,5,0.1028,0.5007,120257.22,4,Graduate,Salaried,Rent,1
38,321050.4,7.8,728153.74,36,8.3,6,1,0.1759,0.5465,87472.34,2,Graduate,Contract,Own,0
34,381987.54,0.0,460026.04,12,15.4,5,0,0.1198,0.0921,132708.72,2,Graduate,Salaried,Own,0
35,817644.07,11.7,228616.67,24,6.9,7,0,0.2552,0.8061,142404.0,1,Graduate,Salaried,Mortgage,0
51,445058.46,11.4,201839.77,60,0.5,3,1,0.1688,0.3025,324870.39,0,High School,Salaried,Own,0
21,627981.71,0.0,170883.71,60,4.3,6,0,0.1119,0.2072,30789.44,2,Graduate,Contract,Rent,0
23,476737.2,10.3,1159072.17,36,6.3,4,2,0.3311,0.3573,206112.09,2,Graduate,Self-employed,Rent,1
36,518510.47,10.2,760592.53,60,2.6,7,1,0.355,0.6185,103080.01,3,High School,Salaried,Mortgage,0
43,531125.87,6.0,419905.82,36,0.5,5,0,0.25,0.4376,117275.19,0,Graduate,Salaried,Rent,0
31,440652.31,0.8,335050.9,24,6.6,5,1,0.7186,0.4233,329153.64,1,Graduate,Salaried,Rent,0
32,767639.1,10.1,309882.46,48,3.9,8,4,0.2935,0.5316,63529.9,1,High School,Salaried,Mortgage,1
30,460177.23,5.0,915849.18,48,14.1,2,0,0.1198,0.3515,207867.55,1,High School,Self-employed,Own,0
52,655632.26,8.2,1551735.66,60,7.4,3,1,0.3388,0.504,264535.75,1,Graduate,Salaried,Rent,1
36,435358.55,14.9,303609.45,24,8.9,6,0,0.2384,0.1275,286186.22,0,Graduate,Salaried,Rent,0
28,279529.58,7.0,943142.77,48,6.5,3,0,0.2639,0.4158,316856.91,5,Postgraduate,Salaried,Rent,1
58,1073641.85,2.3,458268.83,12,7.4,6,1,0.4277,0.7201,284428.2,0,High School,Self-employed,Own,0
32,855522.34,4.7,391963.52,24,0.5,5,0,0.1523,0.4523,320015.53,0,High School,Salaried,Mortgage,0
44,2288718.88,2.8,1196297.76,12,2.8,1,2,0.0686,0.1879,88971.4,1,High School,Self-employed,Rent,1
48,366056.36,7.7,447036.33,60,11.4,4,1,0.1602,0.3665,536730.33,1,Graduate,Salaried,Mortgage,0
28,579429.56,2.8,545599.11,48,7.8,4,0,0.2567,0.3746,69777.1,0,Graduate,Self-employed,Rent,1
48,605644.54,4.1,528808.12,48,5.4,2,0,0.1276,0.1464,242071.33,1,Graduate,Salaried,Rent,0
56,1120046.58,0.9,156429.9,36,8.9,4,2,0.3748,0.1214,104401.45,1,Graduate,Salaried,Mortgage,0
46,491795.52,5.5,542785.83,36,9.0,6,2,0.3278,0.2693,45545.23,2,Graduate,Self-employed,Rent,1
28,341346.93,6.7,312154.35,24,15.0,7,1,0.1311,0.6176,114076.47,1,Postgraduate,Self-employed,Mortgage,1
48,1263028.24,0.0,178662.41,36,7.7,3,0,0.2482,0.7687,163726.41,3,High School,Salaried,Own,0
48,546106.96,7.0,321535.67,36,2.7,4,3,0.5846,0.6055,545926.26,0,High School,Self-employed,Rent,0
57,1053872.01,5.8,319815.68,48,6.5,5,2,0.3854,0.6429,771776.43,1,High School,Self-employed,Own,0
56,988492.92,2.9,878900.09,36,9.4,5,2,0.2295,0.4934,162267.19,0,High School,Salaried,Own,1
47,639401.51,14.1,225379.2,12,11.0,5,3,0.3022,0.3196,59248.1,1,Postgraduate,Contract,Mortgage,0
37,590576.88,9.8,269305.59,12,0.5,6,2,0.1777,0.3404,63311.07,1,Graduate,Salaried,Own,1
29,524062.9,1.6,524397.48,24,8.0,1,2,0.1878,0.5809,333770.06,6,Graduate,Self-employed,Own,1
53,644591.09,9.4,190086.96,36,3.4,4,3,0.6892,0.6383,317184.19,2,Graduate,Salaried,Rent,1
40,1044901.07,11.0,293211.21,60,4.7,6,1,0.0691,0.6866,110726.45,0,High School,Salaried,Own,0
33,419444.1,6.5,152526.4,48,10.4,7,2,0.3128,0.4863,70356.45,3,High School,Self-employed,Rent,1
48,690100.65,7.4,818321.29,48,10.0,9,0,0.2947,0.4337,398129.22,1,Graduate,Salaried,Rent,0
49,351329.69,7.4,369947.67,36,4.3,4,1,0.2794,0.4251,67394.64,1,Graduate,Salaried,Mortgage,1
33,376234.99,0.0,445368.03,36,6.4,5,2,0.2749,0.5648,126154.47,1,Postgraduate,Contract,Rent,1
55,639032.88,5.3,816195.81,24,4.9,4,2,0.4708,0.5856,262893.97,0,Graduate,Self-employed,Rent,0
26,221159.79,5.0,281398.78,60,18.6,5,0,0.206,0.7816,36315.06,1,Graduate,Salaried,Own,0
38,2018842.49,11.7,367401.78,48,8.1,5,3,0.3049,0.2843,385922.07,1,High School,Salaried,Mortgage,0
25,337238.16,7.3,226474.96,24,3.6,6,0,0.02,0.1841,1208556.49,1,Postgraduate,Self-employed,Rent,0
45,635825.2,4.8,226154.9,36,12.3,4,0,0.1372,0.4178,197170.32,1,High School,Salaried,Rent,0
22,1235822.61,5.6,247365.92,36,12.4,3,0,0.2773,0.3085,175078.56,2,Postgraduate,Salaried,Rent,0
30,404387.84,10.1,326728.26,36,14.2,6,1,0.1221,0.651,186497.38,2,Graduate,Salaried,Rent,1
50,183183.62,5.3,350419.32,60,15.4,7,1,0.3189,0.6226,215473.16,3,High School,Salaried,Own,1
25,508900.34,3.2,542863.81,36,9.8,2,2,0.3235,0.1469,100381.52,3,Graduate,Salaried,Own,0
53,401746.44,4.9,252132.96,36,5.6,7,1,0.3115,0.3621,73221.62,2,Postgraduate,Self-employed,Own,0
21,185855.02,9.8,553913.66,12,6.2,7,0,0.2204,0.1568,135703.12,3,Graduate,Self-employed,Own,0
38,760261.01,8.0,616771.38,12,5.8,6,1,0.2111,0.5111,203535.08,2,High School,Salaried,Mortgage,0
52,728417.22,6.2,332009.36,24,5.4,4,3,0.0596,0.6463,80982.13,1,High School,Salaried,Own,0
31,1218348.96,6.8,266713.92,12,12.0,4,1,0.2661,0.429,61293.26,0,Graduate,Salaried,Mortgage,0
41,350906.59,3.8,475586.58,48,7.0,5,2,0.3362,0.1749,126547.88,2,High School,Salaried,Own,1
46,269736.97,5.2,394394.32,48,10.9,4,3,0.2706,0.5341,61943.81,2,Graduate,Salaried,Mortgage,0
45,519711.92,3.3,519297.15,24,9.7,4,2,0.3059,0.419,308090.76,0,Postgraduate,Self-employed,Own,1
42,619172.49,4.8,1248453.38,60,2.6,2,1,0.0582,0.4438,11469.52,2,Postgraduate,Salaried,Own,1
47,1078918.73,11.4,470530.92,24,0.5,7,0,0.3774,0.746,70700.29,1,High School,Self-employed,Mortgage,0
33,1412031.56,1.7,297004.63,36,2.1,6,4,0.1647,0.4876,557677.42,2,Graduate,Self-employed,Rent,1
53,1267670.05,3.2,252186.61,24,5.3,7,0,0.2003,0.1283,150743.85,3,High School,Salaried,Own,0
54,756779.08,1.0,258608.81,36,7.5,5,1,0.4459,0.1959,208533.63,2,Graduate,Salaried,Own,0
55,1008981.77,0.1,173894.62,24,4.4,7,2,0.286,0.9195,162360.81,1,Postgraduate,Self-employed,Mortgage,1
21,457008.04,5.3,825121.73,36,9.8,6,0,0.5334,0.7259,108973.22,0,Graduate,Self-employed,Own,0
41,713077.22,3.5,105384.58,36,4.9,4,3,0.1955,0.5453,432296.34,2,Postgraduate,Contract,Own,1
26,337566.59,13.0,618016.84,60,8.0,5,1,0.2667,0.2239,113916.71,3,Postgraduate,Salaried,Rent,1
48,672800.82,4.9,255956.13,12,7.5,3,0,0.2878,0.5955,92774.48,2,High School,Contract,Mortgage,1
37,682476.47,11.2,322526.14,24,13.9,2,1,0.2071,0.6113,304407.25,1,Graduate,Salaried,Own,0
25,1675962.82,9.9,251025.77,12,3.1,6,0,0.099,0.3602,38414.5,3,High School,Salaried,Mortgage,0
51,573083.71,5.2,1151775.12,36,15.8,4,1,0.1585,0.2956,143253.82,1,Graduate,Salaried,Rent,0
25,683000.73,14.4,454797.71,12,4.6,8,0,0.0739,0.5223,118841.56,2,High School,Salaried,Rent,0
58,740481.86,7.1,752193.51,60,1.6,9,2,0.1654,0.4139,141123.18,1,Postgraduate,Self-employed,Rent,0
23,506143.99,12.1,1047948.83,36,6.1,8,1,0.1724,0.498,121784.1,3,Graduate,Salaried,Own,1
43,418050.13,11.6,500426.7,36,20.0,7,1,0.3267,0.6834,242991.61,2,Graduate,Contract,Rent,1
57,1327852.95,7.7,206870.32,36,10.6,1,1,0.5771,0.352,433853.03,4,Graduate,Salaried,Rent,0
57,378974.06,9.0,389876.41,24,9.4,4,1,0.3028,0.2651,259933.65,2,Graduate,Contract,Rent,0
30,313129.68,8.5,277768.04,24,10.2,3,1,0.1091,0.1344,137472.78,3,Graduate,Salaried,Rent,0
30,944937.06,1.4,324397.58,36,3.9,7,0,0.4513,0.5899,298301.16,2,Graduate,Self-employed,Rent,1
39,1228771.94,6.2,423156.51,36,8.3,7,1,0.2835,0.3456,327611.97,1,Graduate,Salaried,Rent,1
37,507094.33,10.3,412421.72,24,7.0,8,1,0.0513,0.5012,240254.75,4,Graduate,Salaried,Mortgage,0
41,511395.34,12.1,588230.3,24,14.2,3,2,0.7176,0.4039,416495.96,2,Graduate,Self-employed,Own,0
34,759280.52,3.1,646449.69,60,6.6,8,0,0.2984,0.7394,27523.5,2,High School,Salaried,Own,1
29,440386.78,8.1,412424.52,12,5.5,2,3,0.3138,0.5702,183895.63,1,High School,Salaried,Mortgage,1
21,422855.48,6.6,584935.96,48,2.3,4,1,0.1176,0.5968,230267.02,3,Postgraduate,Self-employed,Own,0
33,1054422.27,5.5,314871.2,48,7.6,4,0,0.2898,0.3698,55034.94,3,Graduate,Salaried,Mortgage,1
24,907682.34,7.4,1057702.59,36,8.2,3,1,0.3573,0.1889,214771.32,2,Graduate,Salaried,Rent,0
21,1336901.3,6.9,311582.84,24,2.2,3,1,0.3375,0.3411,374247.51,1,High School,Salaried,Own,0
60,326375.45,8.2,979868.91,24,8.8,2,3,0.147,0.5183,150484.04,3,High School,Salaried,Own,1
52,493053.65,11.8,172397.69,48,7.9,4,2,0.2427,0.7412,304353.04,1,High School,Self-employed,Own,1
54,758711.14,9.1,351420.27,48,11.1,8,0,0.3498,0.9304,407956.08,1,Graduate,Salaried,Own,0
48,390676.91,7.2,362894.36,48,11.8,8,0,0.2442,0.2561,526856.32,1,Postgraduate,Salaried,Rent,0
51,925098.72,13.5,539472.74,60,7.4,3,2,0.2867,0.2958,456085.35,0,Graduate,Salaried,Mortgage,1
28,1274765.17,10.4,787945.17,48,2.9,1,2,0.0692,0.2505,536701.6,0,Graduate,Self-employed,Own,1
59,471597.32,5.6,199764.81,24,3.7,4,1,0.1028,0.2778,120701.29,2,Graduate,Contract,Rent,1
46,663944.08,1.1,218997.13,24,14.0,7,0,0.2538,0.3084,131742.73,2,Graduate,Salaried,Own,0
54,1447455.75,2.0,180911.39,60,7.7,10,0,0.094,0.7925,24883.38,2,Postgraduate,Salaried,Mortgage,1
23,1748601.72,9.7,1061424.67,24,14.0,3,0,0.4105,0.8414,76770.65,1,Graduate,Salaried,Rent,0
32,979618.34,3.5,546039.22,12,9.0,3,0,0.1647,0.7738,477095.22,1,Graduate,Salaried,Rent,0
21,900867.7,2.0,222384.15,48,10.0,5,1,0.1864,0.524,110949.11,3,Graduate,Salaried,Mortgage,0
25,406432.26,3.0,337388.78,36,10.8,5,0,0.2644,0.5034,247405.22,0,Graduate,Self-employed,Mortgage,1
50,791981.1,3.3,970093.53,60,2.1,3,0,0.1934,0.2636,218227.51,2,Graduate,Self-employed,Rent,1
50,882910.49,9.4,375579.47,48,8.2,7,2,0.1591,0.623,485658.54,1,High School,Salaried,Mortgage,0
37,578980.49,5.4,361432.5,12,2.1,5,0,0.4129,0.7517,35753.6,1,High School,Salaried,Own,0
43,468644.94,0.5,270806.55,60,5.9,3,1,0.3108,0.569,238665.01,2,Postgraduate,Salaried,Mortgage,0
35,321262.53,6.1,231135.14,24,9.6,7,0,0.4996,0.5362,235580.05,3,Postgraduate,Contract,Own,1
57,249940.03,6.9,971079.23,36,2.9,4,5,0.6449,0.4757,90623.98,1,High School,Contract,Mortgage,1
41,222657.88,4.1,1335797.29,36,9.2,4,1,0.3029,0.7273,388057.79,4,Postgraduate,Salaried,Mortgage,1
34,893964.24,10.6,237192.3,12,1.0,4,1,0.3727,0.5831,58775.71,2,Graduate,Self-employed,Rent,1
22,705006.48,4.3,1121542.33,36,11.6,6,1,0.2179,0.4551,421822.89,1,Graduate,Salaried,Rent,1
31,498137.55,10.4,327813.37,24,4.3,3,1,0.3476,0.5916,32085.63,4,High School,Salaried,Own,0
59,541677.82,8.4,636585.53,36,2.9,7,1,0.4001,0.3464,87271.21,1,Graduate,Salaried,Rent,0
58,729771.27,9.7,1125391.84,36,1.3,4,3,0.144,0.5475,160942.39,2,High School,Salaried,Own,0
54,593752.56,1.6,409504.46,48,4.7,4,1,0.1381,0.2888,214237.39,1,Graduate,Salaried,Mortgage,0
58,310961.19,6.4,363611.26,48,0.5,2,0,0.0831,0.7785,40386.27,0,High School,Salaried,Rent,0
54,1073975.52,5.8,757444.46,24,4.8,5,2,0.2703,0.2257,414587.63,1,Graduate,Salaried,Own,0
38,768347.23,0.3,218716.91,36,11.4,8,0,0.1728,0.4862,328916.81,1,High School,Salaried,Own,1
50,752361.2,10.4,948457.97,36,6.2,5,1,0.3739,0.5457,825184.76,1,High School,Self-employed,Own,1
35,1030327.35,2.7,493771.91,24,2.3,2,1,0.594,0.1729,315653.83,2,High School,Salaried,Rent,0
47,415493.69,3.6,309113.88,48,7.9,2,1,0.2467,0.3182,99865.96,1,High School,Contract,Rent,0
54,1267148.85,1.9,303851.36,48,7.6,3,0,0.0585,0.737,76395.04,1,Graduate,Salaried,Mortgage,0
58,601814.22,8.8,183093.5,24,14.8,5,2,0.4005,0.1928,128571.3,3,Graduate,Salaried,Mortgage,0
53,1059658.27,0.0,317581.88,36,10.2,9,0,0.229,0.9453,1030303.7,0,Postgraduate,Salaried,Mortgage,0
44,973520.94,8.5,379032.91,24,8.2,4,0,0.1844,0.5951,186987.65,2,Graduate,Salaried,Mortgage,1
35,367098.92,10.2,225745.17,36,10.6,5,2,0.1685,0.1214,193477.26,1,Graduate,Salaried,Own,0
50,857111.13,8.1,436896.07,24,6.5,4,3,0.0719,0.4117,542683.12,0,High School,Salaried,Own,0
37,777764.23,8.9,611945.78,60,6.7,5,0,0.4058,0.6093,70904.49,1,Graduate,Contract,Own,0
25,660927.25,9.0,391697.83,48,13.6,3,0,0.4927,0.593,277029.8,1,High School,Self-employed,Rent,0
